x;y
[28.0, 0.0, -1.0, 0.0, 0.0, 44.0, 1.0, 2.0, 1.0];0
[39.0, 0.0, -1.0, 0.0, 0.0, 43.0, 1.0, 2.0, 1.0];1
[28.0, 5.0, -1.0, 0.0, 0.0, 668.0, 1.0, 0.0, 1.0];1
[27.0, 25.0, 18.0, 1.0, 1.0, 979.0, 1.0, 0.0, 0.0];1
[30.0, 11.0, 0.0, 0.0, 0.0, 2811.0, 1.0, 0.0, 0.0];1
[29.0, 2.0, -1.0, 1.0, 1.0, 20.0, 1.0, 2.0, 0.0];0
[35.0, 7.0, -23.0, 1.0, 1.0, 4.0, 1.0, 0.0, 0.0];0
[27.0, 1.0, 0.0, 0.0, 0.0, 644.0, 0.0, 0.0, 0.0];1
[21.0, 0.0, -1.0, 0.0, 0.0, 25.0, 0.0, 0.0, 0.0];1
[30.0, 11.0, -1.0, 1.0, 1.0, 29.0, 1.0, 0.0, 1.0];1
[33.0, 12.0, -1.0, 1.0, 1.0, 69.0, 1.0, 0.0, 0.0];1
[24.0, 0.0, -1.0, 0.0, 0.0, 18.0, 1.0, 2.0, 0.0];0
[25.0, 0.0, -1.0, 0.0, 0.0, 19.0, 1.0, 0.0, 1.0];0
[49.0, 2.0, -1.0, 1.0, 1.0, 2188.0, 1.0, 2.0, 0.0];0
[20.0, 0.0, -1.0, 1.0, 1.0, 25.0, 0.0, 0.0, 1.0];1
[36.0, 1.0, -1.0, 0.0, 0.0, 13.0, 0.0, 0.0, 1.0];0
[41.0, 12.0, 0.0, 1.0, 1.0, 5.0, 1.0, 0.0, 0.0];1
[28.0, 1.0, 0.0, 1.0, 1.0, 8.0, 1.0, 0.0, 0.0];0
[52.0, 0.0, 0.0, 0.0, 0.0, -7.0, 0.0, 0.0, 1.0];0
[33.0, 5.0, -1.0, 1.0, 1.0, 24.0, 0.0, 0.0, 0.0];1
[26.0, 2.0, 22.0, 1.0, 1.0, 5.0, 0.0, 2.0, 0.0];1
[24.0, 3.0, -1.0, 1.0, 1.0, 24.0, 0.0, 0.0, 0.0];1
[28.0, 5.0, -1.0, 0.0, 0.0, 26.0, 1.0, 0.0, 1.0];1
[44.0, 5.0, 0.0, 0.0, 0.0, 168.0, 1.0, 2.0, 0.0];0
[38.0, 0.0, -1.0, 0.0, 0.0, 55.0, 1.0, 2.0, 0.0];0
[37.0, 0.0, -1.0, 0.0, 0.0, 21.0, 1.0, 4.0, 0.0];0
[30.0, 9.0, -1.0, 1.0, 1.0, 4707.0, 1.0, 0.0, 0.0];1
[34.0, 0.0, -1.0, 0.0, 0.0, 23.0, 1.0, 2.0, 1.0];0
[26.0, 3.0, 0.0, 1.0, 1.0, 812.0, 1.0, 0.0, 0.0];1
[34.0, 0.0, -1.0, 1.0, 1.0, 719.0, 1.0, 2.0, 1.0];0
[24.0, 0.0, -1.0, 0.0, 0.0, 22.0, 0.0, 0.0, 1.0];1
[60.0, 9.0, -1.0, 0.0, 0.0, 24.0, 1.0, 0.0, 0.0];1
[38.0, 14.0, -1.0, 1.0, 1.0, 119.0, 0.0, 0.0, 0.0];1
[33.0, 0.0, -1.0, 0.0, 0.0, 41.0, 0.0, 0.0, 1.0];0
[24.0, 8.0, -1.0, 1.0, 1.0, 21.0, 1.0, 0.0, 0.0];1
[31.0, 0.0, -1.0, 0.0, 0.0, 1622.0, 1.0, 5.0, 0.0];0
[53.0, 0.0, -1.0, 0.0, 0.0, 20.0, 1.0, 2.0, 1.0];0
[21.0, 0.0, 0.0, 1.0, 1.0, 44.0, 1.0, 0.0, 0.0];1
[27.0, 13.0, -1.0, 1.0, 1.0, 23.0, 1.0, 0.0, 0.0];1
[35.0, 10.0, -28.0, 1.0, 1.0, 548.0, 1.0, 0.0, 0.0];1
[50.0, 1.0, -4.0, 0.0, 0.0, 42.0, 1.0, 2.0, 0.0];0
[56.0, 2.0, -1.0, 1.0, 1.0, 20.0, 0.0, 0.0, 1.0];0
[28.0, 0.0, -1.0, 1.0, 1.0, 26.0, 1.0, 2.0, 0.0];0
[21.0, 1.0, -1.0, 1.0, 1.0, 141.0, 1.0, 0.0, 0.0];1
[51.0, 12.0, 21.0, 1.0, 1.0, 3639.0, 1.0, 0.0, 0.0];1
[23.0, 0.0, -1.0, 0.0, 0.0, 19.0, 0.0, 0.0, 1.0];0
[43.0, 22.0, -1.0, 1.0, 1.0, 640.0, 0.0, 2.0, 1.0];1
[31.0, 0.0, -1.0, 1.0, 1.0, 43.0, 0.0, 0.0, 0.0];0
[25.0, 0.0, -1.0, 0.0, 0.0, 18.0, 1.0, 0.0, 0.0];0
[36.0, 6.0, -1.0, 0.0, 0.0, 23.0, 1.0, 0.0, 1.0];0
[24.0, 1.0, -1.0, 0.0, 0.0, 26.0, 1.0, 0.0, 0.0];0
[44.0, 0.0, -1.0, 0.0, 0.0, 820.0, 1.0, 0.0, 1.0];1
[48.0, 0.0, 0.0, 0.0, 0.0, 52.0, 1.0, 0.0, 0.0];0
[24.0, 4.0, -1.0, 1.0, 1.0, 52.0, 0.0, 0.0, 0.0];0
[32.0, 0.0, -1.0, 0.0, 0.0, 49.0, 0.0, 5.0, 1.0];0
[32.0, 0.0, -1.0, 0.0, 0.0, 44.0, 1.0, 0.0, 1.0];1
[42.0, 0.0, -1.0, 0.0, 0.0, 6745.0, 0.0, 5.0, 0.0];0
[30.0, 0.0, 0.0, 0.0, 0.0, 27.0, 0.0, 2.0, 0.0];1
[51.0, 3.0, -1.0, 0.0, 0.0, 23.0, 0.0, 0.0, 1.0];0
[31.0, 1.0, -1.0, 0.0, 0.0, 28.0, 1.0, 0.0, 1.0];0
[30.0, 0.0, -1.0, 0.0, 0.0, 143.0, 1.0, 2.0, 0.0];0
[29.0, 1.0, -1.0, 1.0, 1.0, 23.0, 1.0, 0.0, 1.0];0
[24.0, 3.0, -3.0, 1.0, 1.0, 23.0, 1.0, 0.0, 0.0];1
[42.0, 0.0, -1.0, 1.0, 1.0, 43.0, 0.0, 2.0, 0.0];0
[23.0, 0.0, 0.0, 1.0, 1.0, 15.0, 1.0, 0.0, 1.0];0
[32.0, 2.0, -1.0, 1.0, 1.0, 24.0, 0.0, 2.0, 0.0];0
[23.0, 2.0, -1.0, 0.0, 0.0, 14.0, 1.0, 0.0, 0.0];0
[23.0, 0.0, -4.0, 1.0, 0.0, 27.0, 1.0, 2.0, 0.0];0
[30.0, 4.0, -5.0, 0.0, 0.0, 16.0, 0.0, 0.0, 0.0];0
[29.0, 0.0, 0.0, 0.0, 0.0, -6.0, 1.0, 2.0, 1.0];0
[30.0, 7.0, -18.0, 0.0, 0.0, 430.0, 0.0, 2.0, 1.0];1
[40.0, 11.0, -1.0, 1.0, 1.0, 4.0, 1.0, 0.0, 1.0];0
[25.0, 2.0, -1.0, 1.0, 1.0, 25.0, 1.0, 3.0, 1.0];0
[32.0, 6.0, -1.0, 1.0, 1.0, 51.0, 1.0, 0.0, 1.0];1
[24.0, 0.0, 0.0, 0.0, 0.0, 13.0, 1.0, 0.0, 0.0];0
[56.0, 1.0, 0.0, 0.0, 0.0, 842.0, 1.0, 2.0, 0.0];0
[53.0, 0.0, -2.0, 0.0, 0.0, 23.0, 0.0, 2.0, 1.0];0
[23.0, 0.0, -1.0, 1.0, 1.0, 25.0, 1.0, 0.0, 1.0];0
[23.0, 2.0, -1.0, 0.0, 0.0, 25.0, 1.0, 5.0, 1.0];0
[21.0, 0.0, -1.0, 1.0, 0.0, 1128.0, 1.0, 0.0, 0.0];1
[25.0, 5.0, -3.0, 0.0, 0.0, 8.0, 0.0, 2.0, 0.0];1
[20.0, 0.0, -1.0, 1.0, 1.0, 98.0, 1.0, 0.0, 1.0];1
[23.0, 1.0, -24.0, 1.0, 1.0, 536.0, 1.0, 0.0, 0.0];0
[40.0, 0.0, -1.0, 1.0, 1.0, 21.0, 1.0, 2.0, 1.0];0
[37.0, 1.0, 0.0, 1.0, 1.0, -1.0, 1.0, 2.0, 0.0];0
[21.0, 1.0, -25.0, 0.0, 0.0, 21.0, 1.0, 3.0, 0.0];1
[21.0, 0.0, -1.0, 1.0, 1.0, 19.0, 1.0, 0.0, 0.0];1
[40.0, 8.0, -1.0, 1.0, 1.0, 965.0, 1.0, 5.0, 0.0];1
[22.0, 0.0, -1.0, 0.0, 0.0, 1293.0, 1.0, 0.0, 1.0];1
[37.0, 4.0, -1.0, 1.0, 1.0, 29.0, 1.0, 0.0, 1.0];0
[45.0, 2.0, -1.0, 0.0, 0.0, 287.0, 0.0, 0.0, 0.0];0
[21.0, 1.0, -1.0, 0.0, 0.0, 25.0, 1.0, 0.0, 0.0];1
[27.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0];0
[55.0, 7.0, 0.0, 0.0, 0.0, 6.0, 1.0, 2.0, 0.0];1
[28.0, 6.0, -1.0, 1.0, 1.0, 31.0, 1.0, 0.0, 1.0];1
[36.0, 7.0, -1.0, 1.0, 1.0, 49.0, 0.0, 0.0, 0.0];0
[21.0, 1.0, -1.0, 1.0, 1.0, 38.0, 1.0, 0.0, 0.0];1
[57.0, 0.0, -1.0, 0.0, 0.0, 19.0, 1.0, 5.0, 1.0];0
[28.0, 1.0, -1.0, 0.0, 0.0, 31.0, 0.0, 2.0, 1.0];0
[62.0, 0.0, -2.0, 0.0, 0.0, 30.0, 1.0, 3.0, 1.0];0
[27.0, 1.0, -1.0, 0.0, 0.0, 29.0, 1.0, 3.0, 1.0];0
[54.0, 4.0, -1.0, 0.0, 0.0, 76.0, 1.0, 2.0, 1.0];0
[31.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0];1
[27.0, 3.0, -1.0, 1.0, 1.0, 217.0, 1.0, 0.0, 0.0];1
[23.0, 0.0, -1.0, 0.0, 0.0, 76.0, 1.0, 0.0, 1.0];1
[21.0, 1.0, -1.0, 0.0, 0.0, 719.0, 1.0, 0.0, 0.0];1
[34.0, 6.0, -1.0, 1.0, 1.0, 336.0, 1.0, 0.0, 0.0];1
[38.0, 0.0, -1.0, 0.0, 0.0, 18.0, 1.0, 1.0, 1.0];0
[34.0, 11.0, -1.0, 0.0, 0.0, 33.0, 1.0, 2.0, 0.0];0
[21.0, 1.0, -1.0, 0.0, 0.0, 44.0, 1.0, 0.0, 0.0];1
[23.0, 1.0, -1.0, 1.0, 1.0, 47.0, 1.0, 0.0, 0.0];1
[27.0, 0.0, -1.0, 0.0, 0.0, 47.0, 1.0, 5.0, 1.0];1
[54.0, 14.0, -1.0, 1.0, 1.0, 672.0, 1.0, 2.0, 1.0];0
[26.0, 5.0, -1.0, 1.0, 1.0, 166.0, 1.0, 0.0, 0.0];1
[48.0, 0.0, -1.0, 0.0, 0.0, 24.0, 1.0, 2.0, 0.0];0
[21.0, 0.0, -1.0, 0.0, 0.0, 23.0, 0.0, 5.0, 1.0];0
[19.0, 2.0, -2.0, 1.0, 1.0, 27.0, 1.0, 3.0, 0.0];1
[36.0, 0.0, -3.0, 0.0, 0.0, 21.0, 1.0, 0.0, 0.0];0
[20.0, 1.0, -26.0, 1.0, 1.0, 389.0, 1.0, 0.0, 0.0];1
[20.0, 0.0, -1.0, 1.0, 1.0, 67.0, 1.0, 0.0, 1.0];0
[35.0, 2.0, -8.0, 0.0, 0.0, 195.0, 1.0, 3.0, 0.0];0
[24.0, 1.0, -1.0, 0.0, 0.0, 28.0, 1.0, 0.0, 1.0];0
[42.0, 13.0, -1.0, 1.0, 1.0, 22.0, 1.0, 0.0, 1.0];1
[32.0, 11.0, -1.0, 1.0, 1.0, 42.0, 1.0, 0.0, 1.0];1
[45.0, 0.0, -1.0, 1.0, 1.0, 80.0, 1.0, 3.0, 1.0];0
[24.0, 0.0, 0.0, 1.0, 1.0, 549.0, 1.0, 0.0, 0.0];0
[57.0, 0.0, -1.0, 0.0, 0.0, 1866.0, 0.0, 0.0, 1.0];0
[25.0, 0.0, 0.0, 1.0, 1.0, 64.0, 1.0, 0.0, 0.0];0
[28.0, 13.0, -1.0, 1.0, 1.0, 44.0, 1.0, 0.0, 0.0];1
[22.0, 2.0, -1.0, 1.0, 1.0, 33.0, 1.0, 0.0, 0.0];1
[42.0, 6.0, -1.0, 0.0, 0.0, 29.0, 1.0, 5.0, 1.0];0
[50.0, 5.0, 0.0, 1.0, 1.0, 270.0, 1.0, 1.0, 0.0];1
[38.0, 0.0, -1.0, 1.0, 1.0, 17978.0, 1.0, 0.0, 1.0];1
[26.0, 2.0, -1.0, 0.0, 0.0, 799.0, 1.0, 0.0, 0.0];1
[40.0, 3.0, -1.0, 0.0, 0.0, 24.0, 0.0, 5.0, 0.0];0
[56.0, 10.0, -1.0, 1.0, 1.0, 312.0, 1.0, 3.0, 1.0];0
[31.0, 1.0, -2.0, 0.0, 0.0, 15.0, 0.0, 2.0, 0.0];0
[30.0, 0.0, 0.0, 0.0, 0.0, 7.0, 1.0, 3.0, 1.0];0
[30.0, 13.0, -1.0, 1.0, 1.0, 28.0, 1.0, 5.0, 0.0];1
[33.0, 18.0, -1.0, 1.0, 1.0, 21.0, 1.0, 0.0, 0.0];1
[48.0, 3.0, -1.0, 1.0, 1.0, 26.0, 1.0, 0.0, 0.0];0
[51.0, 3.0, -1.0, 0.0, 0.0, 29.0, 1.0, 0.0, 0.0];0
[43.0, 1.0, -1.0, 0.0, 0.0, 25.0, 1.0, 2.0, 0.0];0
[30.0, 2.0, -1.0, 0.0, 0.0, 67.0, 0.0, 0.0, 0.0];1
[53.0, 0.0, 0.0, 0.0, 0.0, 32.0, 1.0, 3.0, 1.0];0
[60.0, 13.0, -1.0, 1.0, 1.0, 50.0, 1.0, 0.0, 0.0];1
[26.0, 1.0, -6.0, 0.0, 0.0, 122.0, 0.0, 3.0, 1.0];0
[24.0, 0.0, -1.0, 1.0, 1.0, 26.0, 1.0, 3.0, 0.0];0
[24.0, 1.0, -1.0, 1.0, 1.0, 144.0, 1.0, 0.0, 0.0];0
[20.0, 2.0, -1.0, 1.0, 1.0, 27.0, 1.0, 0.0, 0.0];1
[30.0, 1.0, -1.0, 1.0, 1.0, 27.0, 1.0, 0.0, 0.0];0
[28.0, 0.0, -1.0, 0.0, 0.0, 47.0, 1.0, 2.0, 0.0];0
[54.0, 0.0, 0.0, 1.0, 1.0, 4.0, 1.0, 0.0, 1.0];0
[43.0, 0.0, -4.0, 1.0, 1.0, 5.0, 1.0, 3.0, 1.0];0
[35.0, 3.0, -26.0, 1.0, 1.0, 19.0, 1.0, 0.0, 1.0];0
[23.0, 0.0, 0.0, 1.0, 1.0, 27.0, 1.0, 0.0, 1.0];0
[21.0, 1.0, -5.0, 0.0, 0.0, 22.0, 1.0, 2.0, 0.0];0
[31.0, 0.0, -1.0, 0.0, 0.0, 66.0, 1.0, 2.0, 0.0];0
[51.0, 1.0, -1.0, 1.0, 1.0, 47.0, 1.0, 2.0, 1.0];0
[25.0, 2.0, 0.0, 1.0, 0.0, 69.0, 1.0, 0.0, 1.0];1
[39.0, 0.0, -1.0, 0.0, 0.0, 71.0, 0.0, 2.0, 1.0];0
[40.0, 0.0, -1.0, 0.0, 0.0, 26.0, 0.0, 2.0, 1.0];0
[24.0, 6.0, 0.0, 0.0, 0.0, 173.0, 1.0, 2.0, 0.0];1
[28.0, 2.0, -1.0, 0.0, 0.0, 28.0, 1.0, 2.0, 1.0];0
[29.0, 0.0, -1.0, 0.0, 0.0, 28.0, 1.0, 3.0, 1.0];0
[44.0, 0.0, -1.0, 1.0, 1.0, 53.0, 1.0, 2.0, 1.0];0
[56.0, 0.0, -1.0, 0.0, 0.0, 25.0, 1.0, 5.0, 1.0];0
[32.0, 8.0, -1.0, 0.0, 0.0, 101.0, 1.0, 0.0, 0.0];0
[55.0, 0.0, -1.0, 0.0, 0.0, 26.0, 1.0, 0.0, 0.0];0
[52.0, 7.0, -1.0, 1.0, 0.0, 4362.0, 1.0, 0.0, 0.0];1
[37.0, 0.0, -1.0, 1.0, 0.0, 23.0, 1.0, 2.0, 1.0];0
[44.0, 0.0, 0.0, 0.0, 0.0, 1012.0, 1.0, 0.0, 0.0];0
[33.0, 16.0, -2.0, 1.0, 1.0, 21.0, 1.0, 0.0, 0.0];1
[24.0, 3.0, -1.0, 1.0, 1.0, 18.0, 1.0, 0.0, 0.0];1
[43.0, 0.0, -1.0, 0.0, 0.0, 984.0, 1.0, 0.0, 0.0];0
[27.0, 10.0, -1.0, 1.0, 1.0, 28.0, 1.0, 0.0, 0.0];1
[49.0, 10.0, -1.0, 1.0, 1.0, 1055.0, 1.0, 0.0, 0.0];1
[33.0, 3.0, 0.0, 1.0, 1.0, 26.0, 1.0, 2.0, 0.0];1
[29.0, 0.0, -1.0, 0.0, 0.0, 45.0, 1.0, 0.0, 1.0];1
[51.0, 4.0, -26.0, 1.0, 0.0, 188.0, 1.0, 0.0, 1.0];0
[56.0, 1.0, -1.0, 0.0, 0.0, 29.0, 1.0, 0.0, 0.0];0
[57.0, 0.0, -1.0, 1.0, 0.0, 16.0, 1.0, 5.0, 0.0];0
[29.0, 1.0, -1.0, 0.0, 0.0, 341.0, 1.0, 2.0, 0.0];0
[24.0, 5.0, -1.0, 1.0, 1.0, 163.0, 1.0, 0.0, 0.0];1
[27.0, 8.0, -1.0, 1.0, 1.0, 1181.0, 1.0, 0.0, 0.0];1
[32.0, 5.0, -1.0, 0.0, 0.0, 24.0, 1.0, 0.0, 1.0];0
[21.0, 0.0, -4.0, 0.0, 0.0, 15.0, 0.0, 0.0, 1.0];1
[22.0, 2.0, 0.0, 1.0, 1.0, 722.0, 1.0, 0.0, 0.0];1
[49.0, 0.0, 0.0, 0.0, 0.0, 4.0, 1.0, 2.0, 1.0];0
[22.0, 0.0, 0.0, 0.0, 0.0, -3.0, 1.0, 0.0, 0.0];0
[32.0, 4.0, -1.0, 1.0, 1.0, 26.0, 1.0, 0.0, 0.0];1
[48.0, 0.0, -1.0, 0.0, 0.0, 47.0, 1.0, 5.0, 1.0];0
[25.0, 1.0, -1.0, 1.0, 1.0, 20.0, 1.0, 0.0, 1.0];0
[31.0, 1.0, -1.0, 1.0, 1.0, 257.0, 0.0, 2.0, 1.0];1
[46.0, 1.0, -4.0, 0.0, 0.0, 22.0, 1.0, 2.0, 0.0];0
[27.0, 0.0, -1.0, 1.0, 1.0, 95.0, 0.0, 0.0, 1.0];0
[23.0, 0.0, -1.0, 1.0, 1.0, 16.0, 0.0, 0.0, 0.0];1
[27.0, 1.0, -1.0, 0.0, 0.0, 141.0, 1.0, 0.0, 0.0];1
[28.0, 25.0, 29.0, 1.0, 1.0, 623.0, 1.0, 0.0, 0.0];1
[67.0, 2.0, -4.0, 1.0, 1.0, 7.0, 1.0, 2.0, 1.0];0
[46.0, 0.0, -1.0, 0.0, 0.0, 45.0, 0.0, 2.0, 1.0];0
[53.0, 0.0, -1.0, 0.0, 0.0, 21.0, 1.0, 2.0, 0.0];0
[38.0, 10.0, 0.0, 1.0, 1.0, 248.0, 1.0, 0.0, 0.0];0
[31.0, 4.0, 0.0, 1.0, 1.0, 99.0, 1.0, 0.0, 0.0];1
[26.0, 1.0, -1.0, 0.0, 0.0, 27.0, 1.0, 0.0, 0.0];1
[36.0, 7.0, -1.0, 1.0, 1.0, 46.0, 1.0, 0.0, 0.0];0
[32.0, 2.0, 0.0, 1.0, 1.0, 26.0, 1.0, 0.0, 0.0];1
[43.0, 0.0, 0.0, 0.0, 0.0, 4.0, 1.0, 0.0, 1.0];0
[46.0, 3.0, -1.0, 1.0, 1.0, 1435.0, 1.0, 1.0, 0.0];1
[31.0, 0.0, -1.0, 0.0, 0.0, 218.0, 1.0, 5.0, 1.0];0
[50.0, 5.0, 29.0, 0.0, 0.0, 757.0, 1.0, 0.0, 0.0];0
[24.0, 0.0, -3.0, 0.0, 0.0, 19.0, 0.0, 0.0, 0.0];0
[51.0, 5.0, -1.0, 1.0, 1.0, 498.0, 0.0, 2.0, 1.0];1
[42.0, 5.0, -1.0, 0.0, 0.0, 71.0, 1.0, 0.0, 0.0];1
[24.0, 0.0, -1.0, 0.0, 0.0, 25.0, 0.0, 5.0, 0.0];0
[55.0, 17.0, -1.0, 1.0, 1.0, 623.0, 1.0, 0.0, 0.0];1
[29.0, 0.0, -1.0, 0.0, 0.0, 30.0, 1.0, 0.0, 0.0];0
[25.0, 0.0, -1.0, 1.0, 1.0, 29.0, 1.0, 5.0, 0.0];1
[40.0, 0.0, -1.0, 0.0, 0.0, 27.0, 0.0, 5.0, 0.0];0
[29.0, 7.0, -1.0, 0.0, 0.0, 28.0, 1.0, 0.0, 0.0];1
[37.0, 17.0, -1.0, 0.0, 0.0, 1096.0, 1.0, 0.0, 1.0];1
[30.0, 10.0, 0.0, 0.0, 0.0, 2250.0, 1.0, 0.0, 0.0];1
[25.0, 0.0, 0.0, 0.0, 0.0, 27.0, 1.0, 0.0, 0.0];0
[59.0, 1.0, -25.0, 0.0, 0.0, 14.0, 1.0, 5.0, 1.0];0
[46.0, 3.0, -1.0, 0.0, 0.0, 50.0, 1.0, 0.0, 0.0];0
[48.0, 12.0, 0.0, 0.0, 0.0, 29.0, 1.0, 5.0, 0.0];1
[21.0, 1.0, -4.0, 1.0, 1.0, 47.0, 1.0, 3.0, 0.0];1
[28.0, 2.0, -1.0, 1.0, 1.0, 49.0, 1.0, 0.0, 1.0];1
[39.0, 3.0, -1.0, 1.0, 1.0, 72.0, 1.0, 0.0, 0.0];0
[32.0, 1.0, -1.0, 1.0, 1.0, 476.0, 1.0, 0.0, 0.0];1
[20.0, 0.0, -1.0, 0.0, 0.0, 20.0, 1.0, 0.0, 0.0];0
[24.0, 5.0, 0.0, 0.0, 0.0, -4.0, 1.0, 0.0, 0.0];1
[24.0, 0.0, 0.0, 1.0, 1.0, 4.0, 0.0, 0.0, 0.0];1
[37.0, 1.0, -1.0, 0.0, 0.0, 52.0, 1.0, 3.0, 0.0];0
[36.0, 1.0, -1.0, 1.0, 1.0, 26.0, 1.0, 5.0, 1.0];0
[34.0, 12.0, -1.0, 1.0, 1.0, 73.0, 0.0, 2.0, 0.0];1
[29.0, 7.0, -1.0, 0.0, 0.0, 44.0, 1.0, 0.0, 0.0];0
[47.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 2.0, 0.0];0
[37.0, 0.0, 0.0, 0.0, 0.0, 3.0, 1.0, 2.0, 0.0];0
[21.0, 0.0, -1.0, 0.0, 0.0, 1204.0, 1.0, 0.0, 0.0];1
[31.0, 0.0, -1.0, 1.0, 1.0, 744.0, 1.0, 2.0, 0.0];1
[27.0, 0.0, 0.0, 0.0, 0.0, 216.0, 1.0, 2.0, 0.0];0
[21.0, 0.0, -4.0, 1.0, 1.0, 105.0, 0.0, 0.0, 0.0];1
[43.0, 1.0, -1.0, 0.0, 0.0, 28.0, 1.0, 0.0, 0.0];0
[68.0, 6.0, -1.0, 0.0, 0.0, 67.0, 1.0, 0.0, 1.0];0
[23.0, 2.0, -2.0, 1.0, 1.0, 28.0, 0.0, 0.0, 0.0];1
[41.0, 7.0, 0.0, 1.0, 1.0, 32.0, 1.0, 0.0, 1.0];1
[58.0, 1.0, -2.0, 0.0, 0.0, 50.0, 1.0, 3.0, 1.0];0
[27.0, 1.0, -1.0, 0.0, 0.0, 41.0, 1.0, 3.0, 0.0];0
[26.0, 0.0, -1.0, 0.0, 0.0, 21.0, 1.0, 2.0, 1.0];0
[37.0, 0.0, -3.0, 0.0, 0.0, 3.0, 1.0, 2.0, 1.0];0
[41.0, 7.0, 0.0, 0.0, 0.0, 21.0, 1.0, 0.0, 0.0];0
[54.0, 12.0, 0.0, 1.0, 1.0, 2833.0, 1.0, 0.0, 1.0];1
[25.0, 0.0, -1.0, 0.0, 0.0, 23.0, 1.0, 0.0, 0.0];1
[33.0, 3.0, -2.0, 1.0, 1.0, 46.0, 0.0, 2.0, 0.0];1
[33.0, 21.0, -6.0, 1.0, 1.0, 147.0, 1.0, 0.0, 1.0];1
[33.0, 7.0, -1.0, 1.0, 1.0, 2785.0, 1.0, 5.0, 0.0];1
[34.0, 1.0, -21.0, 0.0, 0.0, 380.0, 0.0, 0.0, 1.0];0
[28.0, 11.0, 0.0, 0.0, 0.0, 23.0, 1.0, 3.0, 1.0];1
[27.0, 0.0, 0.0, 0.0, 0.0, 5.0, 0.0, 3.0, 1.0];0
[28.0, 2.0, -1.0, 0.0, 0.0, 47.0, 1.0, 5.0, 1.0];0
[21.0, 1.0, -1.0, 1.0, 1.0, 10945.0, 1.0, 0.0, 0.0];1
[25.0, 13.0, -8.0, 1.0, 1.0, 872.0, 1.0, 0.0, 0.0];1
[28.0, 9.0, -8.0, 1.0, 1.0, 195.0, 1.0, 2.0, 0.0];1
[37.0, 2.0, 0.0, 0.0, 0.0, 19.0, 0.0, 0.0, 0.0];0
[26.0, 7.0, -1.0, 1.0, 1.0, 68.0, 1.0, 0.0, 0.0];1
[29.0, 20.0, 11.0, 1.0, 1.0, 1350.0, 0.0, 2.0, 0.0];1
[20.0, 2.0, -1.0, 1.0, 1.0, 24.0, 1.0, 0.0, 0.0];1
[58.0, 10.0, -3.0, 1.0, 1.0, 45.0, 1.0, 0.0, 0.0];0
[24.0, 2.0, -1.0, 1.0, 1.0, 21.0, 1.0, 0.0, 1.0];1
[57.0, 12.0, -1.0, 0.0, 0.0, 1219.0, 1.0, 0.0, 0.0];1
[23.0, 0.0, -1.0, 0.0, 0.0, 602.0, 0.0, 0.0, 0.0];0
[28.0, 20.0, 0.0, 1.0, 1.0, 9.0, 1.0, 0.0, 0.0];1
[25.0, 4.0, -1.0, 1.0, 1.0, 459.0, 1.0, 0.0, 0.0];1
[24.0, 5.0, 16.0, 1.0, 1.0, 453.0, 1.0, 2.0, 0.0];1
[55.0, 9.0, 0.0, 1.0, 1.0, 91.0, 1.0, 0.0, 1.0];0
[25.0, 1.0, -1.0, 1.0, 1.0, 28.0, 1.0, 0.0, 0.0];1
[31.0, 2.0, -1.0, 1.0, 0.0, 53.0, 1.0, 0.0, 0.0];0
[30.0, 2.0, -1.0, 1.0, 1.0, 1043.0, 0.0, 2.0, 0.0];1
[24.0, 0.0, 0.0, 0.0, 0.0, 48.0, 0.0, 0.0, 0.0];1
[35.0, 2.0, -3.0, 0.0, 0.0, 45.0, 0.0, 2.0, 1.0];0
[30.0, 1.0, -1.0, 1.0, 1.0, 21.0, 1.0, 5.0, 1.0];0
[33.0, 4.0, -1.0, 1.0, 1.0, 268.0, 0.0, 2.0, 1.0];1
[35.0, 2.0, -1.0, 0.0, 0.0, 21.0, 1.0, 2.0, 0.0];0
[26.0, 4.0, -1.0, 1.0, 1.0, 23.0, 1.0, 0.0, 0.0];1
[21.0, 1.0, -1.0, 1.0, 1.0, 53.0, 1.0, 0.0, 0.0];1
[43.0, 3.0, -1.0, 0.0, 0.0, 25.0, 1.0, 5.0, 0.0];0
[33.0, 0.0, 0.0, 0.0, 0.0, 962.0, 1.0, 0.0, 0.0];0
[63.0, 10.0, 0.0, 1.0, 1.0, 50.0, 1.0, 2.0, 0.0];0
[37.0, 4.0, 0.0, 1.0, 1.0, 25.0, 1.0, 3.0, 1.0];0
[48.0, 0.0, -1.0, 0.0, 0.0, 794.0, 1.0, 2.0, 0.0];0
[54.0, 0.0, 0.0, 0.0, 0.0, 5.0, 1.0, 2.0, 1.0];0
[27.0, 3.0, -1.0, 1.0, 1.0, 187.0, 1.0, 0.0, 0.0];1
[28.0, 5.0, 0.0, 1.0, 0.0, 1230.0, 1.0, 0.0, 0.0];1
[24.0, 2.0, -18.0, 0.0, 0.0, 360.0, 1.0, 2.0, 1.0];0
[25.0, 0.0, -1.0, 0.0, 0.0, 16.0, 1.0, 0.0, 1.0];0
[27.0, 2.0, -1.0, 0.0, 0.0, 90.0, 1.0, 0.0, 0.0];0
